@relation commentsCSVdefinitivo

@attribute isReply {false,true}
@attribute authorNameInComment {false,true}
@attribute isCommentFromAuthor {false,true}
@attribute commenterNameInComment {false,true}
@attribute numbersInCommenterName numeric
@attribute likes numeric
@attribute replies numeric
@attribute daysInterval numeric
@attribute repeatedWords numeric
@attribute mentionTags numeric
@attribute hashtags numeric
@attribute commenterSubscribers numeric
@attribute videoMomentReference {false,true}
@attribute homePageLink {false,true}
@attribute redirectingLink {false,true}
@attribute IP {false}
@attribute percentageTitleWordsInComment numeric
@attribute percentageTagsInComment numeric
@attribute percentageCapsLock numeric
@attribute percentageSpellingErrors numeric
@attribute blackWords numeric
@attribute isSpam {y,n}

@data
true,false,false,false,0,0,-1,11.737179,1,1,0,1,false,false,false,false,0,0,0,0,0,n
false,false,false,false,0,65,15,11.023751,1,0,0,17,false,false,false,false,0,0,3,7.142857,0,n
true,false,false,false,0,2,-1,12.029344,1,1,0,3,false,false,false,false,0,0,17,14.285714,0,n
true,false,false,false,0,4,-1,12.009077,1,0,0,0,false,false,false,false,0,0,14,20,0,n
true,false,false,false,0,0,-1,11.952688,1,1,0,1,false,false,false,false,0,0,7,0,0,n
true,false,false,false,0,0,-1,11.918678,1,1,0,4,false,false,false,false,0,0,17,0,0,n
false,false,false,false,0,29,2,210.875248,1,0,0,0,false,false,false,false,0,0,5,4.761905,2,y
true,false,false,false,0,0,-1,211.274968,1,1,0,7,false,false,false,false,0,0,10,16.666667,0,n
true,false,false,false,0,0,-1,211.144252,1,1,0,6,false,false,false,false,0,0,9,12.5,0,n
false,false,false,false,0,864,128,171.219103,1,0,0,6,false,false,false,false,0,0,7,0,1,n
true,false,false,false,2,0,-1,210.966055,1,1,0,2383,false,false,false,false,0,0,28,38.461538,1,n
false,false,false,false,0,0,0,211.090398,1,0,1,0,false,false,false,false,0,0,100,0,1,n
false,false,false,false,0,0,0,211.069323,1,0,0,0,false,false,false,false,0,0,6,0,1,n
false,false,false,false,3,1,0,211.052242,1,0,0,17,false,false,false,false,0,0,5,0,0,n
false,false,false,false,0,0,0,210.965317,1,0,0,2,false,false,false,false,0,0,5,0,0,n
false,false,false,false,0,0,0,210.925546,1,0,0,1028,true,false,false,false,0,0,22,0,1,n
false,false,false,false,0,0,0,210.464885,2,0,0,1,false,false,false,false,0,0,4,6.666667,0,n
false,false,false,false,0,0,0,210.304574,1,0,0,15,false,false,false,false,0,0,3,0,0,n
true,true,false,false,0,0,-1,110.935328,1,1,0,2,false,false,true,false,9.302326,0,6,2.325581,3,y
false,false,false,false,0,59,6,106.847391,1,0,0,1,false,false,false,false,0,0,2,16.666667,1,n
true,false,false,false,0,0,-1,113.385869,1,1,0,15,false,false,false,false,0,0,12,6.666667,0,n
true,false,false,false,4,0,-1,107.640355,1,0,0,12,false,false,false,false,0,0,11,0,0,n
false,false,false,false,0,40,10,105.918907,1,0,0,68,false,false,false,false,0,0,5,0,0,n
true,false,false,false,0,0,-1,112.275005,1,1,0,23,false,false,false,false,0,0,3,2.564103,2,n
true,true,false,false,3,0,-1,112.078539,1,1,0,4,false,false,false,false,1.960784,0,8,7.843137,0,n
true,false,false,false,2,0,-1,111.697128,1,1,0,8,false,false,false,false,0,0,0,11.111111,0,n
true,false,false,false,3,2,-1,111.60839,1,1,0,0,false,false,false,false,0,0,6,8.695652,1,n
false,false,false,false,0,165,11,92.449357,1,0,0,3,false,false,false,false,0,0,6,25,0,n
false,false,false,false,0,32,1,20.580663,1,0,0,1,false,false,false,false,0,0,5,4.761905,2,y
true,false,false,false,0,38,-1,20.580672,1,0,0,1,false,false,true,false,0,0,25,0,0,y
false,false,false,false,0,379,23,0.972505,1,0,0,99,false,false,false,false,0,4,2,4,0,n
true,false,false,false,0,0,-1,1.330982,1,0,0,0,false,false,false,false,0,0,1,0,0,n
false,false,false,false,0,0,2,10.2274,1,0,0,1,false,false,false,false,0,0,70,0,0,y
true,false,false,false,0,0,-1,10.335542,1,1,0,4,false,false,false,false,0,0,5,0,1,n
false,false,false,false,0,2,2,1.011837,1,0,0,8,false,false,false,false,0,0,5,8.928571,3,n
false,false,false,false,0,0,0,21.157544,1,0,0,0,false,false,false,false,0,0,1,4.347826,1,y
false,false,false,false,0,0,0,21.11202,1,0,0,5,false,false,false,false,0,0,7,0,1,n
false,false,false,false,0,0,0,21.11071,1,0,0,5,false,false,false,false,0,2.702703,2,0,1,n
true,false,false,false,0,0,-1,22.014023,1,0,0,1,false,false,false,false,0,3.333333,1,0,1,n
false,false,false,false,0,0,0,20.54641,1,0,0,0,false,false,true,false,0,0,21,0,0,y
false,false,false,false,0,0,0,20.531498,1,0,0,0,false,false,false,false,0,0,4,0,0,n
false,false,false,false,0,0,0,18.501312,1,0,0,0,false,false,false,false,0,0,0,0,0,n
false,false,false,false,0,0,0,18.456255,1,0,0,0,false,false,false,false,0,0,4,0,1,n
false,false,false,false,0,768,79,41.917369,1,0,0,365,false,false,false,false,12.5,12.5,2,0,0,n
true,false,false,false,0,0,-1,69.616292,1,0,0,1,false,false,false,false,0,0,0,0,0,n
false,false,false,false,0,0,0,68.542338,1,0,0,0,false,false,false,false,7.692308,0,6,0,0,n
false,false,false,false,0,0,0,68.516872,1,0,0,0,false,false,false,false,0,0,14,0,0,y
false,false,false,false,0,0,0,68.507549,1,0,0,0,false,false,false,false,0,0,0,33.333333,0,n
false,false,false,false,0,0,0,68.49146,1,0,0,0,false,false,false,false,0,0,12,0,0,n
false,false,false,false,0,0,0,68.474711,2,0,0,6,false,false,false,false,9.52381,0,3,0,1,n
false,false,false,false,0,0,0,68.461446,1,0,0,0,false,false,true,false,8.333333,0,21,0,0,y
false,false,false,false,0,0,0,68.452683,1,0,0,9,false,false,false,false,0,0,16,0,0,n
false,false,false,false,0,0,0,68.425544,1,0,0,2,false,false,false,false,16.666667,0,5,0,1,n
false,false,false,false,0,10,4,553.453091,1,1,0,48,false,false,false,false,5.555556,5.555556,1,8.333333,3,n
true,false,false,false,0,0,-1,657.787599,1,1,0,0,false,false,false,false,4.081633,0,1,2.040816,1,n
false,false,false,false,0,0,0,632.327124,1,0,0,2,false,false,false,false,0,0,21,9.090909,3,y
false,false,false,false,0,0,0,620.245381,1,0,0,0,false,false,false,false,0,0,100,0,0,n
false,false,false,false,0,0,0,614.435904,1,0,0,0,false,false,false,false,0,0,0,100,0,n
false,false,false,false,0,0,0,613.804628,1,0,0,0,false,false,false,false,0,0,10,28.571429,0,n
false,false,false,false,0,0,0,24.536436,1,0,0,4,false,false,false,false,4.166667,12.5,0,12.5,2,n
false,false,false,false,0,1,0,17.613382,1,7,0,345,false,false,false,false,0,16.666667,15,33.333333,0,y
true,false,false,false,0,0,-1,4.636865,1,0,0,0,false,true,true,false,0,0,10,13.333333,1,y
true,false,false,false,0,2,-1,374.314049,1,0,0,2,false,false,false,false,6.25,0,35,0,1,y
false,false,false,false,0,10,0,134.038851,1,0,0,109,false,false,false,false,0,4.761905,10,0,0,n
false,false,false,false,0,0,0,525.308978,1,0,0,1,false,false,false,false,0,0,0,14.285714,1,n
false,false,false,false,0,0,0,555.571173,1,0,0,5,false,false,false,false,0,0,10,0,1,n
false,false,false,false,0,0,0,519.397563,1,0,0,72,false,false,false,false,0,0,1,0,0,n
false,false,false,false,0,0,0,279.901398,1,0,0,0,false,true,true,false,0,0,19,0,0,y
false,false,false,false,0,0,0,270.493465,1,0,0,2,false,true,true,false,0,0,15,0,0,y
false,false,false,false,1,0,0,241.44669,1,0,0,26,false,true,true,false,0,0,23,0,0,y
false,false,false,false,0,0,0,233.879077,1,0,0,0,false,true,true,false,0,0,17,0,1,y
false,false,false,false,0,0,0,229.806027,1,0,0,13,false,true,true,false,0,0,16,0,0,y
false,false,false,false,0,4,0,224.760672,1,0,0,54,false,false,false,false,0,0,10,0,0,n
false,false,false,true,0,8,10,76.202302,1,0,0,324192,false,false,true,false,4.545455,0,5,0,3,n
true,false,false,false,0,0,-1,276.576,1,1,0,0,false,false,false,false,0,0,4,30,0,n
true,false,false,false,0,0,-1,245.967586,1,1,0,2,false,false,false,false,0,0,12,14.285714,0,n
false,false,false,true,0,2,0,207.118041,1,0,0,324192,false,false,true,false,5.882353,0,11,0,3,n
false,false,false,false,0,5,0,287.258398,1,0,0,2,false,false,false,false,0,0,70,0,0,y
true,false,false,false,0,0,-1,294.279799,1,1,0,0,false,false,false,false,0,0,12,27.272727,0,n
false,false,false,false,0,13,8,244.198764,1,2,0,2,false,false,false,false,0,0,22,4.347826,3,n
false,false,false,false,0,0,0,288.045055,1,0,0,0,false,false,false,false,0,0,100,0,0,y
false,false,false,false,0,0,0,287.504833,1,0,0,45,true,false,false,false,0,0,26,0,0,n
false,false,false,false,0,0,0,287.38126,1,0,0,0,false,false,false,false,0,0,6,12.5,1,n
true,false,false,false,0,0,-1,2259.381668,1,1,0,0,false,false,false,false,0,0,42,20,0,y
true,false,false,false,0,0,-1,2256.846956,1,1,0,1,false,false,false,false,8.333333,0,6,0,0,n
true,false,false,false,0,0,-1,2256.77615,1,1,0,16,false,false,false,false,10,0,8,0,0,n
true,false,false,false,0,0,-1,2256.77597,1,1,0,16,false,false,false,false,33.333333,0,9,33.333333,0,n
true,false,false,false,0,0,-1,2256.775339,1,1,0,1,false,false,false,false,7.142857,7.142857,5,0,2,n
false,false,false,false,0,306,32,2029.260414,1,0,0,199,false,false,false,false,6.666667,6.666667,4,13.333333,0,n
true,false,false,false,2,1,-1,2257.376202,1,1,0,14,false,false,false,false,10,0,10,20,0,n
true,false,false,false,0,0,-1,2257.304911,1,1,0,0,false,false,false,false,0,0,4,22.222222,0,n
true,false,false,false,2,0,-1,2252.336979,1,1,0,14,false,false,false,false,0,0,4,40,0,n
true,false,false,false,0,0,-1,2252.332238,1,0,0,52,false,false,false,false,0,11.111111,2,0,1,n
false,false,false,false,0,124,3,2096.354152,1,0,0,3,false,false,false,false,2.222222,4.444444,4,4.444444,1,n
true,false,false,false,0,0,-1,2234.809811,1,0,0,0,false,false,false,false,0,0,0,11.111111,0,n
true,false,false,false,0,0,-1,2231.743162,1,1,0,0,false,false,false,false,0,0,43,0,0,n
false,false,false,false,0,39,9,1304.982063,1,0,0,484,false,false,false,false,0,0,12,6.666667,0,y
false,false,false,false,0,0,0,1306.071893,1,0,0,0,false,false,false,false,0,0,7,50,2,y
false,false,false,false,0,0,0,1306.068376,1,0,0,2,false,false,false,false,0,0,2,8,2,n
false,false,false,false,0,0,0,1306.062878,1,0,0,0,false,false,false,false,0,0,2,0,3,n
false,false,false,false,0,0,0,1306.044704,1,0,0,2166,false,false,false,false,0,0,26,0,0,n
false,false,false,false,0,0,0,1306.042384,1,0,0,1,false,false,false,false,0,0,8,12.5,1,n
false,false,false,false,1,0,0,1306.036284,1,0,0,10,false,false,false,false,0,0,2,0,2,n
false,false,false,false,0,0,0,1306.035376,1,0,0,0,false,false,false,false,0,0,1,6.666667,0,n
false,false,false,false,0,0,0,1306.034674,1,0,0,0,false,false,false,false,0,0,4,0,0,n
false,false,false,false,0,0,0,1305.955881,1,0,0,13,false,false,false,false,0,0,9,20,1,y
false,false,false,false,0,0,0,813.181925,1,0,0,24,false,false,false,false,1.265823,1.265823,5,0,2,y
false,false,false,false,0,29,2,262.041268,2,0,0,98,false,false,false,false,0,0,26,14.285714,0,n
false,false,false,false,0,0,0,569.242359,1,0,0,1,false,false,false,false,0,25,15,850,0,y
false,false,false,false,0,1,0,562.822419,1,0,0,0,false,false,false,false,0,7.692308,2,0,1,n
false,false,false,false,0,0,0,290.365478,1,0,0,348,false,false,false,false,0,2.777778,0,5.555556,4,y
false,false,false,false,0,0,1,288.420267,1,0,0,1,false,false,false,false,0,0,8,0,0,n
true,false,false,false,0,0,-1,344.85259,1,0,0,0,false,false,false,false,0,0,16,0,0,n
false,false,false,false,0,0,0,285.411492,1,0,0,1,false,false,false,false,0,0,4,0,0,n
false,false,false,false,0,0,0,284.994493,1,0,0,7,false,false,false,false,0,0,5,0,1,n
false,false,false,false,0,0,0,256.206606,1,0,1,92,false,false,false,false,0,0,14,0,0,y
false,false,false,false,1,131,49,1.121373,1,0,0,3,false,false,false,false,0,9.090909,8,0,0,n
true,false,false,false,0,1,-1,8.639791,1,1,0,1,false,false,false,false,0,0,6,0,0,n
true,false,false,false,3,1,-1,8.437209,1,0,0,1,false,false,false,false,4.761905,4.761905,4,0,0,n
true,false,false,false,0,0,-1,7.082997,1,1,0,0,false,false,false,false,0,0,2,11.764706,1,n
false,false,false,false,4,284,37,1.317914,1,0,0,3,false,false,false,false,0,7.692308,10,0,0,n
true,false,false,false,0,0,-1,5.653216,1,1,1,0,false,false,false,false,0,0,11,100,0,n
true,false,false,false,0,0,-1,5.07217,1,1,0,0,false,true,true,false,0,0,8,5.128205,3,y
false,false,false,false,0,192,58,0.293225,1,0,0,34,true,false,false,false,0,0,6,0,0,n
false,false,false,false,0,245,36,0.110034,1,0,0,10,false,false,false,false,0,0,3,0,1,n
true,false,false,false,0,0,-1,8.288887,1,1,0,0,false,false,false,false,0,2,12,0,1,n
true,false,false,false,0,0,-1,7.651213,1,1,0,2,false,false,false,false,0,6.060606,9,6.060606,0,n
true,false,false,false,0,2,-1,6.044181,4,1,0,3,false,false,false,false,9.090909,9.090909,4,63.636364,0,n
true,false,false,false,0,0,-1,1.981716,3,0,0,0,false,false,false,false,0,0,8,4.878049,3,y
false,false,false,false,0,0,0,8.877832,2,0,0,0,false,false,false,false,0,0,7,0,5,y
false,false,false,false,0,0,0,8.73797,1,0,0,0,false,false,false,false,9.090909,9.090909,7,0,0,n
false,false,false,false,0,913,39,4.094457,1,0,0,114,false,false,false,false,0,0,13,16.666667,0,n
true,false,false,false,0,0,-1,15.280975,1,1,0,77,false,false,false,false,0,0,11,16.666667,1,n
true,false,false,false,1,0,-1,15.188064,1,1,0,2,false,false,false,false,0,0,2,10.344828,0,n
true,false,false,false,0,0,-1,13.671968,1,0,0,0,false,false,false,false,0,0,29,32.142857,3,y
false,false,false,false,0,239,12,3.530127,1,0,0,32,false,false,false,false,0,0,17,0,0,n
false,false,false,false,0,16,3,15.319083,1,0,0,0,true,false,false,false,0,0,12,0,0,n
true,false,false,false,0,1,-1,17.328053,1,1,0,193,false,false,false,false,0,0,11,5.882353,1,n
false,false,false,false,0,29,2,4.741534,1,0,0,1,true,false,false,false,0,0,5,0,0,n
true,false,false,false,0,0,-1,4.889194,2,1,0,1,false,false,false,false,0,0,15,10,0,n
true,false,false,false,0,1,-1,16.704181,1,0,0,329,false,false,false,false,0,0,3,0,0,n
true,false,false,false,3,0,-1,15.571682,1,1,0,47,false,false,false,false,0,0,7,1.526718,7,n
false,false,false,false,0,4,4,6.161304,1,0,0,1,false,false,false,false,0,0,3,14.285714,1,n
true,false,false,false,0,0,-1,14.77408,1,0,0,94,false,false,false,false,0,0,4,9.090909,1,n
false,false,false,false,0,0,0,17.22088,1,0,0,9,false,false,false,false,0,0,2,0,2,y
false,false,false,false,0,0,0,16.978179,1,0,0,2,false,false,false,false,0,0,3,0,3,y
false,false,false,false,0,0,0,16.899629,1,0,0,73,false,false,false,false,0,0,0,0,0,n
false,false,false,false,0,0,0,16.751159,1,0,0,32,false,false,false,false,0,0,6,0,1,n
false,false,false,false,0,0,0,16.745295,1,0,0,0,false,false,false,false,0,0,10,3.333333,1,n
false,false,false,false,0,0,0,1478.466467,1,0,0,241,false,false,false,false,0,0,20,0,2,y
false,false,false,false,0,0,0,1468.237931,1,0,0,1,false,false,false,false,0,0,0,11.111111,2,y
false,false,false,false,0,0,0,1469.294266,1,0,0,10,false,false,false,false,0,0,3,0,0,n
false,false,false,false,0,0,0,1459.919977,1,0,0,0,false,false,false,false,0,0,100,0,0,n
false,false,false,false,0,0,1,1303.895998,1,0,0,1,false,false,false,false,12.5,0,10,25,0,n
false,false,false,false,0,0,0,1068.435943,1,0,0,11,false,false,false,false,14.285714,0,78,0,0,n
false,false,false,false,0,19,0,703.015546,1,0,0,0,false,false,false,false,0,0,30,14.285714,0,n
false,false,false,false,0,0,0,1478.466467,1,0,0,241,false,false,false,false,0,0,20,0,2,y
false,false,false,false,0,0,0,1469.294266,1,0,0,10,false,false,false,false,0,0,3,0,0,n
false,false,false,false,0,0,0,1468.237931,1,0,0,1,false,false,false,false,0,0,0,11.111111,2,y
false,false,false,false,0,0,0,1459.919977,1,0,0,0,false,false,false,false,0,0,100,0,0,n
false,false,false,false,0,0,1,1303.895998,1,0,0,1,false,false,false,false,12.5,0,10,25,0,n
true,false,false,false,0,1,-1,1312.349289,1,1,0,1,false,false,false,false,44.444444,0,23,11.111111,0,n
false,false,false,false,1,6,3,4.089069,1,0,0,12,true,false,false,false,0,0,14,0,0,n
true,false,false,false,0,0,-1,5.256853,1,0,0,3,true,false,false,false,14.285714,0,15,0,0,n
true,false,false,false,0,0,-1,4.096737,1,1,0,3,true,false,false,false,11.111111,0,97,0,0,n
false,false,false,false,0,78,9,2.179969,1,0,0,9,false,false,false,false,11.111111,0,19,11.111111,0,n
false,false,false,false,0,18,3,2.59593,1,0,0,0,true,false,false,false,11.111111,0,18,11.111111,0,n
false,false,false,false,0,0,0,7.010492,1,0,0,2,false,false,false,false,0,0,33,16.666667,0,n
false,false,false,false,3,17,7,2.225247,0,0,0,26,false,false,false,false,0,0,0,0,0,y
true,false,false,false,0,0,-1,17.301664,1,1,0,0,false,false,false,false,0,20,15,20,0,n
true,false,false,false,0,0,-1,10.028663,1,1,0,4,false,false,false,false,0,0,9,60,0,n
false,false,false,false,0,1,0,17.360924,1,0,0,3,true,false,false,false,0,0,17,0,0,n
false,false,false,false,0,1,0,17.353671,1,0,0,9,false,false,false,false,0,0,4,0,1,y
false,false,false,false,0,1,0,17.265897,1,0,0,0,false,false,false,false,0,0,11,33.333333,0,n
false,false,false,false,0,1,0,17.227449,1,0,0,0,true,false,false,false,0,0,17,0,0,n
false,false,true,false,0,91,14,0.046967,1,0,0,4835,true,false,false,false,0,0,12,7.142857,2,n
true,true,false,false,0,0,-1,1.762281,1,1,0,2,false,false,false,false,5.357143,1.785714,4,3.571429,0,n
false,false,false,false,0,118,27,0.343407,1,0,0,29,false,false,false,false,0,0,4,14.285714,0,n
false,false,false,false,0,193,22,0.030846,1,0,0,15,true,false,false,false,0,0,35,25,0,n
true,false,false,false,0,0,-1,3.912424,1,0,0,0,false,false,false,false,1.851852,1.851852,28,20.37037,6,y
true,false,false,false,0,0,-1,3.775254,1,0,0,16,false,false,false,false,6.25,0,1,6.25,0,n
false,false,false,false,4,63,9,0.149031,1,0,0,449,false,false,false,false,18.181818,9.090909,12,9.090909,0,n
